name_pl,name_ru,type,producer,seller,packages,unit,currency,purchase_price,retail_gross,retail_net,website,price_source_ref,justification_pl,justification_ru
Klej wysokoelastyczny Mapei Adesilex P9 25kg,Высокоэластичный клей Mapei Adesilex P9,KLEJ_DO_PLYTEK,Mapei,OBI,lux,kg,PLN,2.90,4.55,3.70,https://www.mapei.com/pl/pl/produkty-i-rozwiazania/produkty/detal/adesilex-p9,"karta techniczna Mapei Adesilex P9 (klej C2TE), worek 25 kg, cena netto orientacyjna","Wysokiej jakości klej cementowy C2TE do gresu i płytek na wymagających podłożach, wariant lux o stabilnych parametrach, zużycie ~5 kg/m2 dla dużego formatu.","Высококачественный цементный клей C2TE для керамогранита и плитки на требовательных основаниях, вариант lux со стабильными параметрами, расход ~5 кг/м2 для крупного формата."
Hydroizolacja folia w płynie Atlas Woder E 5kg,Гидроизоляция жидкая мембрана Atlas Woder E,HYDROIZOLACJA,Atlas,Leroy Merlin,"budget,norm",kg,PLN,9.50,14.99,12.19,https://www.atlas.com.pl/en/product/atlas-woder-e/,"karta techniczna Atlas Woder E (folia w płynie), sekcja Zużycie ~1.4-1.5 kg/m2 (dwie warstwy), opak. 5 kg","Szybkoschnąca elastyczna folia w płynie na bazie dyspersji do uszczelniania podłóg i ścian w pomieszczeniach mokrych, zużycie ~1.5 kg/m2, wariant budget/norm.","Быстросохнущая эластичная жидкая мембрана на основе дисперсии для гидроизоляции полов и стен во влажных помещениях, расход ~1.5 кг/м2, вариант budget/norm."
Hydroizolacja Ceresit CL 51 folia w płynie 5kg,Гидроизоляция Ceresit CL 51 жидкая мембрана,HYDROIZOLACJA,Ceresit,OBI,lux,kg,PLN,11.20,17.49,14.22,https://www.ceresit.com/products/waterproofing/product.html/ceresit-cl-51/SAP_0201JAC0159R.html,"karta produktu Ceresit CL 51 (folia w płynie), sekcja zużycie ~1.5 kg/m2, opak. 5 kg","Gotowa elastyczna folia uszczelniająca w płynie Ceresit CL 51 pod płytki w łazienkach i kuchniach, wariant lux, zużycie ~1.5 kg/m2.","Готовая эластичная жидкая гидроизоляционная мембрана Ceresit CL 51 под плитку в ванных и кухнях, вариант lux, расход ~1.5 кг/м2."
Taśma uszczelniająca narożna Atlas Hydroband 3G,Уплотнительная угловая лента Atlas Hydroband 3G,TASMA_USZCZELNIAJACA,Atlas,Castorama,"budget,norm,lux",szt,PLN,3.10,4.89,3.98,https://www.atlas.com.pl/en/product/atlas-hydroband-3g/,"karta produktu Atlas Hydroband 3G (taśma uszczelniająca), cena netto za 1 mb/odcinek","Elastyczna taśma uszczelniająca do wzmacniania narożników i połączeń w systemie hydroizolacji podpłytkowej, liczona na sztuki/odcinki.","Эластичная уплотнительная лента для усиления углов и стыков в системе подплиточной гидроизоляции, считается на штуки/отрезки."
Grunt głęboko penetrujący Ceresit CT 17 5l,Грунт глубокого проникновения Ceresit CT 17,GRUNT_UNIWERSALNY,Ceresit,PSB Mrówka,budget,l,PLN,5.20,7.99,6.50,https://www.ceresit.com/products/interoir-finishing/product.html/ceresit-ct-17/SAP_0201JAC014F1.html,"karta produktu Ceresit CT 17, sekcja zużycie ~0.1-0.2 l/m2, opak. 5 L, cena netto orientacyjna","Bezrozpuszczalnikowy grunt głęboko penetrujący pod płytki, anchor Excela dla kategorii (0.15 l), wariant budget.","Грунт глубокого проникновения без растворителя под плитку, якорь Excel для категории (0.15 л), вариант budget."
Grunt Atlas Uni-Grunt 5l,Грунт Atlas Uni-Grunt,GRUNT_UNIWERSALNY,Atlas,Leroy Merlin,"norm,lux",l,PLN,6.40,9.99,8.12,https://www.atlas.com.pl/en/product/atlas-uni-grunt/,"karta techniczna Atlas Uni-Grunt, sekcja Zużycie 0.05-0.2 l/m2 na warstwę, opak. 5 L","Emulsja gruntująca na bazie dyspersji żywic polimerowych pod płytki, wariant norm/lux, głęboko penetruje chłonne podłoża.","Грунтующая эмульсия на основе дисперсии полимерных смол под плитку, вариант norm/lux, глубоко проникает в впитывающие основания."
Fuga cementowa Ceresit CE 40 Aquastatic 2kg,Цементная затирка Ceresit CE 40 Aquastatic,FUGA_CEMENTOWA,Ceresit,Leroy Merlin,"budget,norm",kg,PLN,7.80,12.29,9.99,https://www.ceresit.com/products/tiling/product.html/ceresit-ce-40/SAP_0201SGC013M9.html,"karta produktu Ceresit CE 40 Aquastatic (fuga elastyczna 1-8 mm), sekcja zużycie, opak. 2 kg","Elastyczna wodoodporna fuga cementowa do spoin 1-8 mm z technologią hydrofobową, wariant budget/norm dla większości płytek.","Эластичная водостойкая цементная затирка для швов 1-8 мм с гидрофобной технологией, вариант budget/norm для большинства плиток."
Fuga cementowa Atlas Fuga Wąska 2kg,Цементная затирка Atlas Fuga узкая,FUGA_CEMENTOWA,Atlas,Castorama,budget,kg,PLN,5.90,9.29,7.55,https://www.atlas.com.pl/en/product/atlas-narrow-joint/,"karta produktu Atlas Fuga wąska (spoiny 1-7 mm), sekcja zużycie, opak. 2 kg","Cementowa fuga wąska Atlas do spoin 1-7 mm, budżetowy standard do płytek małego i średniego formatu.","Цементная узкая затирка Atlas для швов 1-7 мм, бюджетный стандарт для плитки малого и среднего формата."
Fuga epoksydowa Mapei Kerapoxy 3kg,Эпоксидная затирка Mapei Kerapoxy,FUGA_EPOKSYDOWA,Mapei,OBI,lux,kg,PLN,42.00,64.99,52.84,https://www.mapei.com/pl/pl/produkty-i-rozwiazania/produkty/detal/kerapoxy,"karta techniczna Mapei Kerapoxy (fuga epoksydowa 2-składnikowa), sekcja zużycie ~1.6 kg/m2 na mm, opak. 3 kg","Dwuskładnikowa fuga epoksydowa o wysokiej odporności chemicznej i wodoszczelności do spoin 3 mm+, wariant lux, zużycie ~1.6 kg/m2/mm.","Двухкомпонентная эпоксидная затирка высокой химической стойкости и водонепроницаемости для швов от 3 мм, вариант lux, расход ~1.6 кг/м2/мм."
Fuga epoksydowa Ceresit CE 79 UltraEpoxy 2.5kg,Эпоксидная затирка Ceresit CE 79 UltraEpoxy,FUGA_EPOKSYDOWA,Ceresit,Leroy Merlin,"norm,lux",kg,PLN,40.00,61.99,50.40,https://www.ceresit.com/products/tiling/product.html/ceresit-ce-79/SAP_0201SGC0142C6.html,"karta produktu Ceresit CE 79 UltraEpoxy (fuga/klej epoksydowy 2K), sekcja zużycie, opak. 2.5 kg","Dwuskładnikowa fuga epoksydowa Ceresit do spoin i połączeń narożnych w pomieszczeniach mokrych i o wysokich wymaganiach higienicznych, wariant norm/lux.","Двухкомпонентная эпоксидная затирка Ceresit для швов и угловых соединений во влажных и гигиенически требовательных помещениях, вариант norm/lux."
Silikon sanitarny Soudal 280ml,Санитарный силикон Soudal,SILIKON,Soudal,Castorama,"budget,norm",szt,PLN,10.50,16.49,13.41,https://www.soudal.com/pl-pl/diy/produkty/silikony/silikon-sanitarny,"karta produktu Soudal Silikon Sanitarny (kartusz 280 ml), wydajność ~5-6 mb spoiny na kartusz","Elastyczny octanowy silikon sanitarny z ochroną przeciwgrzybiczną do fug narożnych i dylatacyjnych, kartusz 280 ml na ~5 mb, wariant budget/norm.","Эластичный ацетатный санитарный силикон с противогрибковой защитой для угловых и деформационных швов, картридж 280 мл на ~5 пм, вариант budget/norm."
Silikon Ceresit CS 25 dopasowany do fugi 280ml,Силикон Ceresit CS 25 в тон затирке,SILIKON,Ceresit,Leroy Merlin,lux,szt,PLN,12.90,19.99,16.25,https://www.ceresit.com/products/tiling/product.html/ceresit-cs-25/SAP_0201SGC0139J8.html,"karta produktu Ceresit CS 25 (silikon sanitarny), kartusz 280 ml, wydajność ~5 mb na kartusz","Silikon sanitarny Ceresit CS 25 w kolorach dopasowanych do fug CE, wariant lux dla estetycznego wykończenia narożników, ~5 mb/kartusz.","Санитарный силикон Ceresit CS 25 в цветах, подобранных к затиркам CE, вариант lux для эстетичной отделки углов, ~5 пм/картридж."
Otwornica diamentowa Bosch Diamond for Hard Ceramics,Алмазная коронка Bosch Diamond for Hard Ceramics,NARZEDZIE_DIAMENTOWE,Bosch,OBI,"budget,norm,lux",szt,PLN,52.00,79.99,65.03,https://www.bosch-professional.com/pl/pl/products/diamond-cutter-diamond-for-hard-ceramics-0601190315,"karta produktu Bosch Diamond for Hard Ceramics (otwornica diamentowa do gresu), cena netto za sztukę","Otwornica diamentowa Bosch do wiercenia otworów śr. >15 mm w gresie i płytkach twardych, materiał zużywalny ekspercki, kilka otworów na sztukę.","Алмазная коронка Bosch для сверления отверстий диам. >15 мм в керамограните и твёрдой плитке, экспертный расходник, несколько отверстий на штуку."
Tarcza diamentowa Bosch EXPERT Hard Ceramic 85mm,Алмазный диск Bosch EXPERT Hard Ceramic 85мм,NARZEDZIE_DIAMENTOWE,Bosch,Leroy Merlin,"budget,norm,lux",szt,PLN,34.00,52.99,43.08,https://www.bosch-professional.com/pl/pl/products/expert-hardceramic-x-lock-2608900654,"karta produktu Bosch EXPERT Hard Ceramic (tarcza diamentowa do cięcia/szlifu gresu), cena netto za sztukę","Tarcza diamentowa Bosch EXPERT do cięcia i szlifowania krawędzi płytek twardych (45 st., docinki), materiał zużywalny ekspercki, kilka mb na tarczę.","Алмазный диск Bosch EXPERT для реза и шлифовки кромок твёрдой плитки (запил 45°, подрезка), экспертный расходник, несколько пм на диск."
Atlas Uni-Grunt,Атлас Уни-Грунт,GRUNT_UNIWERSALNY,Atlas,Leroy Merlin,"norm,lux",l,PLN,6.40,9.99,8.12,https://cdn.shopify.com/s/files/1/0916/9050/0443/files/pl_9532_20240506_095608.pdf,"karta techniczna Atlas Uni-Grunt (PDF), cena netto ~8 PLN/l (opak. 5L)","Emulsja gruntujaca na bazie dyspersji zywic polimerowych, typowy wybor dla pakietu norm, gleboko penetruje chlonne podloza.","Грунтующая эмульсия на основе дисперсии полимерных смол, типовой выбор для пакета norm, глубоко проникает в впитывающие основания."
Knauf Universalgrund,Кнауф Универсалгрунд,GRUNT_UNIWERSALNY,Knauf,OBI,lux,l,PLN,6.80,10.49,8.53,https://knauf.com/de-DE/p/produkt/tiefengrund-10144_0010,"karta produktu Knauf (rodzina Tiefengrund/Universalgrund), cena netto orientacyjna (opak. 10L)","Grunt glebokopenetrujacy Knauf na bazie dyspersji, wariant lux o stabilnej jakosci, opak. 10L.","Грунт глубокого проникновения Knauf на основе дисперсии, вариант lux со стабильным качеством, упаковка 10L."
Gładź gipsowa Dolina Nidy Omega 20kg,Гипсовая шпаклёвка Dolina Nidy Omega,GLADZ_GIPSOWA,Dolina Nidy,PSB Mrówka,budget,kg,PLN,1.30,2.09,1.70,https://www.atlas.com.pl/produkt/omega/,"karta produktu Omega (linia Dolina Nidy), sekcja srednie zuzycie ~0.8 kg/m2/mm, worek 20 kg ~34 PLN netto => ~1.7 PLN/kg","Sucha biala gladz gipsowa do rak i maszyn, srednie zuzycie ~0.8 kg/m2/mm wg karty producenta, budzetowy standard rynku PL.","Сухая белая гипсовая шпаклёвка ручного и машинного нанесения, средний расход ~0.8 кг/м2/мм по карте производителя, бюджетный стандарт польского рынка."
Gładź gipsowa Knauf MP Finish 25kg,Гипсовая шпаклёвка Knauf MP Finish,GLADZ_POLIMEROWA,Knauf,OBI,norm,kg,PLN,1.70,2.69,2.19,https://knauf.com/de-DE/p/produkt/multi-finish-10268_0010,"karta produktu Knauf MP/Multi-Finish (gladz gipsowa), worek 25 kg","Gladz gipsowa Knauf do wykonczenia scian i sufitow do standardu Q4, wariant norm o podwyzszonej jakosci powierzchni.","Гипсовая шпаклёвка Knauf для отделки стен и потолков до стандарта Q4, вариант norm с повышенным качеством поверхности."
Gładź polimerowa Śnieżka Acryl-Putz ST20 Start,Полимерная шпаклёвка Śnieżka Acryl-Putz Start,GLADZ_POLIMEROWA,Śnieżka,Leroy Merlin,norm,kg,PLN,2.40,3.79,3.08,https://www.acrylputz.pl/dokumentacja,"karta techniczna ACRYL-PUTZ ST20 START (dokumentacja producenta), cena netto orientacyjna","Sucha polimerowa masa szpachlowa (warstwa startowa) o dobrej przyczepnosci, wariant norm dla scian.","Сухая полимерная шпаклёвочная масса (стартовый слой) с хорошей адгезией, вариант norm для стен."
Gotowa masa szpachlowa Knauf Super Finish 28kg,Готовая шпаклёвка Knauf Super Finish,GLADZ_GOTOWA_MASA,Knauf,Leroy Merlin,lux,kg,PLN,4.10,6.49,5.28,https://knauf.com/de-DE/p/produkt/super-finish-11410_0010,"karta produktu Knauf Super Finish (masa gotowa), wiadro 28 kg","Gotowa pastowa masa szpachlowa na spoiwie polimerowym do gladzi Q3/Q4, wariant lux nakladany cienkimi warstwami.","Готовая пастообразная шпаклёвочная масса на полимерном связующем для Q3/Q4, вариант lux, наносится тонкими слоями."
Gotowa gładź polimerowa Śnieżka Acryl-Putz FS20 Finisz,Готовая полимерная шпаклёвка Śnieżka Acryl-Putz Finisz,GLADZ_GOTOWA_MASA,Śnieżka,Castorama,lux,kg,PLN,3.70,5.89,4.79,https://www.acrylputz.pl/dokumentacja,"karta techniczna ACRYL-PUTZ FS20 FINISZ (dokumentacja producenta), cena netto orientacyjna","Gotowa polimerowa masa finiszowa nakladana cienka warstwa wykonczeniowa, wariant lux dla scian.","Готовая полимерная финишная масса, наносится тонким отделочным слоем, вариант lux для стен."
Papier ścierny arkusz gr.120,Наждачная бумага лист зерно 120,PAPIER_SCIERNY,Erbauer,Castorama,"budget,norm,lux",szt,PLN,0.65,0.99,0.81,https://www.castorama.pl/s/papier-scierny-125mm?Marka=Erbauer,"katalog Castorama papier scierny Erbauer, cena netto za 1 arkusz (opak. wieloszt.)","Arkusz papieru sciernego gradacja 120 do zdzierania tynku/gladzi, material zuzywalny (nie filler) dla prac szlifierskich.","Лист наждачной бумаги зерно 120 для съёма штукатурки/шпаклёвки, расходный материал (не шпаклёвка) для шлифовальных работ."
Siatka ścierna arkusz gr.240,Абразивная сетка лист зерно 240,PAPIER_SCIERNY,Erbauer,Leroy Merlin,"norm,lux",szt,PLN,0.93,1.45,1.18,https://www.castorama.pl/s/papier-scierny-125mm?Marka=Erbauer,"katalog Castorama/LM siatka scierna, cena netto za 1 arkusz (opak. wieloszt.)","Siatka scierna gradacja 240 do wykonczeniowego szlifowania gladzi, wariant norm/lux, material zuzywalny.","Абразивная сетка зерно 240 для финишного шлифования шпаклёвки, вариант norm/lux, расходный материал."
Farba gruntująca podkładowa Śnieżka Grunt 5l,Грунтующая подкладочная краска Śnieżka Grunt,GRUNT_MALARSKI,Śnieżka,PSB Mrówka,budget,l,PLN,7.30,11.29,9.18,https://www.sniezka.pl/produkty,"karta techniczna Śnieżka emulsja gruntująca, wydajność ~10 m2/l, opak. 5 L, cena netto orientacyjna","Budżetowa farba gruntująca (podkładowa) pod malowanie, wyrównuje chłonność podłoża przed farbą nawierzchniową, wariant budget.","Бюджетная грунтующая (подкладочная) краска под покраску, выравнивает впитываемость основания перед финишной краской, вариант budget."
Farba gruntująca podkładowa Dekoral Profesjonalny Grunt 5l,Грунтующая подкладочная краска Dekoral Profesjonalny,GRUNT_MALARSKI,Dekoral,Leroy Merlin,"norm,lux",l,PLN,8.40,12.99,10.56,https://www.dekoral.pl/produkty,"karta techniczna Dekoral grunt akrylowy, wydajność ~10-12 m2/l, opak. 5 L, cena netto orientacyjna","Akrylowa farba gruntująca Dekoral pod farby lateksowe, poprawia przyczepność i krycie warstwy nawierzchniowej, wariant norm/lux.","Акриловая грунтующая краска Dekoral под латексные краски, улучшает адгезию и укрывистость финишного слоя, вариант norm/lux."
Akryl dekarski/malarski Soudal 300ml,Акрил малярный Soudal,AKRYL,Soudal,Castorama,"budget,norm,lux",l,PLN,7.90,12.29,9.99,https://www.soudal.com/pl-pl/diy/produkty/akryle,"karta produktu Soudal Akryl (kartusz 300 ml = 0.3 l), cena netto za kartusz","Elastyczny akryl malarski do wypełniania narożników, pęknięć i szczelin przed malowaniem, przemalowywalny, kartusz 0.3 l.","Эластичный малярный акрил для заполнения углов, трещин и щелей перед покраской, окрашиваемый, картридж 0.3 л."
Akryl malarski Den Braven 310ml,Акрил малярный Den Braven,AKRYL,Den Braven,OBI,"norm,lux",l,PLN,7.20,11.19,9.10,https://www.denbraven.pl/produkty,"karta produktu Den Braven Akryl (kartusz 310 ml = 0.31 l), cena netto za kartusz","Akryl malarski Den Braven do uszczelniania połączeń i narożników pod malowanie, wariant norm/lux, kartusz ~0.31 l.","Малярный акрил Den Braven для герметизации стыков и углов под покраску, вариант norm/lux, картридж ~0.31 л."
Klej do tapet flizelinowych Metylan 200g,Клей для флизелиновых обоев Metylan,KLEJ_DO_TAPET,Metylan,Leroy Merlin,"budget,norm",kg,PLN,18.00,27.99,22.76,https://www.metylan.pl/produkty,"karta produktu Metylan klej do flizeliny, zużycie ~0.25 kg/m2 gotowej masy, cena netto za opak.","Klej metylocelulozowy do tapet flizelinowych nakładany na ścianę, zużycie ~0.25 kg/m2, wariant budget/norm.","Метилцеллюлозный клей для флизелиновых обоев, наносится на стену, расход ~0.25 кг/м2, вариант budget/norm."
Klej do tapet ciężkich winylowych Metylan Vinyl 300g,Клей для тяжёлых виниловых обоев Metylan Vinyl,KLEJ_DO_TAPET,Metylan,Castorama,"budget,norm,lux",kg,PLN,22.00,33.99,27.63,https://www.metylan.pl/produkty,"karta produktu Metylan klej do tapet winylowych/ciężkich, zużycie ~0.35 kg/m2, cena netto za opak.","Wzmocniony klej do ciężkich tapet winylowych, wyższa siła klejenia i zużycie ~0.35 kg/m2, wariant budget/norm/lux.","Усиленный клей для тяжёлых виниловых обоев, повышенная клеящая способность и расход ~0.35 кг/м2, вариант budget/norm/lux."
Klej montażowy Mamut Glue Soudal 290ml,Монтажный клей Mamut Glue Soudal,KLEJ_MONTAZOWY,Soudal,Leroy Merlin,"budget,norm,lux",kg,PLN,24.00,37.49,30.48,https://www.soudal.com/pl-pl/diy/produkty/kleje-montazowe/mamut-glue,"karta produktu Soudal Mamut Glue (klej hybrydowy SMX, kartusz 290 ml ~0.38 kg), cena netto za kartusz","Hybrydowy klej montażowy 'mamut' o bardzo wysokiej sile początkowej do mocowania lameli i paneli ściennych bez kołków, wariant uniwersalny.","Гибридный монтажный клей 'мамут' с очень высокой начальной силой для крепления ламелей и стеновых панелей без дюбелей, универсальный вариант."
Taśma malarska Blue Dolphin 38mm 50m,Малярная лента Blue Dolphin,TASMA_MALARSKA,Blue Dolphin,Castorama,"budget,norm,lux",szt,PLN,4.30,6.79,5.52,https://www.castorama.pl/s/tasma-malarska,"katalog Castorama taśma malarska 38 mm x 50 m, cena netto za rolkę (liczona jako sztuka)","Papierowa taśma malarska do ochrony krawędzi i oddzielania kolorów przy malowaniu, materiał zużywalny, rolka liczona na sztuki.","Бумажная малярная лента для защиты кромок и разделения цветов при покраске, расходный материал, рулон считается на штуки."
Farba lateksowa biała Śnieżka Barwy Natury 5l,Латексная краска белая Śnieżka Barwy Natury,FARBA_DEKORACYJNA,Śnieżka,PSB Mrówka,budget,l,PLN,9.80,15.19,12.35,https://www.sniezka.pl/produkty,"karta techniczna Śnieżka farba lateksowa, wydajność ~10 m2/l na warstwę, opak. 5 L, cena netto orientacyjna","Budżetowa biała farba lateksowa do ścian i sufitów, wydajność ~10 m2/l, dwie warstwy => ~0.2 l/m2, wariant budget.","Бюджетная белая латексная краска для стен и потолков, укрывистость ~10 м2/л, два слоя => ~0.2 л/м2, вариант budget."
Farba lateksowa Dekoral Akrylit W 5l,Латексная краска Dekoral Akrylit W,FARBA_DEKORACYJNA,Dekoral,Leroy Merlin,norm,l,PLN,12.30,18.99,15.44,https://www.dekoral.pl/produkty,"karta techniczna Dekoral Akrylit W, wydajność ~11 m2/l na warstwę, opak. 5 L, cena netto orientacyjna","Lateksowa farba lateksowa Dekoral o dobrej sile krycia i odporności na szorowanie, wydajność ~11 m2/l, wariant norm.","Латексная краска Dekoral с хорошей укрывистостью и стойкостью к мытью, укрывистость ~11 м2/л, вариант norm."
Farba lateksowa premium Tikkurila Optiva 5l,Латексная краска премиум Tikkurila Optiva,FARBA_DEKORACYJNA,Tikkurila,OBI,lux,l,PLN,22.00,33.99,27.63,https://www.tikkurila.pl/produkty,"karta techniczna Tikkurila Optiva, wydajność ~12 m2/l na warstwę, opak. 5 L, cena netto orientacyjna","Premium matowa farba lateksowa Tikkurila o wysokiej klasie odporności na szorowanie, wydajność ~12 m2/l, wariant lux.","Премиальная матовая латексная краска Tikkurila высокого класса стойкости к мытью, укрывистость ~12 м2/л, вариант lux."
Farba lateksowa kolorowa Magnat Ceramic 5l,Латексная краска цветная Magnat Ceramic,FARBA_DEKORACYJNA_KOLOR,Magnat,Castorama,"norm,lux",l,PLN,15.00,23.19,18.85,https://www.magnat.pl/produkty,"karta techniczna Magnat Ceramic (farba barwiona), wydajność ~10-12 m2/l na warstwę, opak. 5 L, cena netto orientacyjna","Barwiona farba lateksowa Magnat Ceramic o wysokiej odporności na plamy i szorowanie, do malowania w kolorze, wariant norm/lux.","Колерованная латексная краска Magnat Ceramic высокой стойкости к пятнам и мытью, для покраски в цвет, вариант norm/lux."
Farba lateksowa kolorowa Śnieżka Extra Fasada/Wnętrza 5l,Латексная краска цветная Śnieżka,FARBA_DEKORACYJNA_KOLOR,Śnieżka,PSB Mrówka,budget,l,PLN,11.00,17.09,13.89,https://www.sniezka.pl/produkty,"karta techniczna Śnieżka farba barwiona, wydajność ~10 m2/l na warstwę, opak. 5 L, cena netto orientacyjna","Budżetowa barwiona farba lateksowa Śnieżka do malowania ścian i sufitów w kolorze, wydajność ~10 m2/l, wariant budget.","Бюджетная колерованная латексная краска Śnieżka для покраски стен и потолков в цвет, укрывистость ~10 м2/л, вариант budget."
Tynk dekoracyjny Magnat Style Effetto 5kg,Декоративная штукатурка Magnat Style Effetto,TYNK_DEKORACYJNY,Magnat,Leroy Merlin,"budget,norm",m2,PLN,18.00,27.99,22.76,https://www.magnat.pl/produkty,"karta techniczna Magnat Style tynk dekoracyjny, zużycie przeliczone na ~1 m2 pokrytej powierzchni, cena netto na m2","Dekoracyjny tynk/masa efektowa Magnat Style do ścian wewnętrznych, wycena na m2 pokrytej powierzchni, wariant budget/norm.","Декоративная штукатурка/эффектная масса Magnat Style для внутренних стен, расчёт на м2 покрытой поверхности, вариант budget/norm."
Tynk dekoracyjny premium Tikkurila Taika/Optiva Effect 5kg,Декоративная штукатурка премиум Tikkurila,TYNK_DEKORACYJNY,Tikkurila,OBI,lux,m2,PLN,28.00,43.49,35.36,https://www.tikkurila.pl/produkty,"karta techniczna Tikkurila tynk/masa dekoracyjna, zużycie przeliczone na ~1 m2, cena netto na m2","Premium dekoracyjna masa efektowa Tikkurila do wnętrz o efekcie metalicznym/strukturalnym, wycena na m2, wariant lux.","Премиальная декоративная эффектная масса Tikkurila для интерьеров с металлическим/структурным эффектом, расчёт на м2, вариант lux."
Tapeta flizelinowa dekoracyjna,Флизелиновые декоративные обои,TAPETA_FLIZELINOWA,Śnieżka,Castorama,"budget,norm,lux",m2,PLN,14.00,21.79,17.72,https://www.castorama.pl/s/tapety-flizelinowe,"katalog Castorama tapety flizelinowe, cena netto przeliczona na m2 pokrytej ściany","Tapeta na flizelinowym podłożu (niekurczliwa, klejona na ścianę), typowy dekoracyjny wybór do ścian, wycena na m2.","Обои на флизелиновой основе (несминаемые, клей на стену), типовой декоративный выбор для стен, расчёт на м2."
Tapeta winylowa na flizelinie,Виниловые обои на флизелине,TAPETA_WINYLOWA,Śnieżka,Leroy Merlin,"budget,norm,lux",m2,PLN,18.00,27.99,22.76,https://www.leroymerlin.pl/tapety,"katalog Leroy Merlin tapety winylowe, cena netto przeliczona na m2 pokrytej ściany","Tapeta winylowa na podłożu flizelinowym, zmywalna i wytrzymała, cięższa (klej winylowy ~0.35 kg/m2), wycena na m2.","Виниловые обои на флизелиновой основе, моющиеся и прочные, тяжелее (виниловый клей ~0.35 кг/м2), расчёт на м2."
Filc ścienny dekoracyjny,Настенный декоративный войлок,FILC_SCIENNY,Decor System,OBI,"norm,lux",m2,PLN,22.00,33.99,27.63,https://www.obi.pl/dekoracje-scienne,"katalog OBI filc/wykładzina ścienna, cena netto przeliczona na m2 pokrytej ściany","Filc ścienny dekoracyjno-akustyczny naklejany na ścianę, wykończenie tekstylne, wycena na m2, wariant norm/lux.","Настенный декоративно-акустический войлок, наклеиваемый на стену, текстильная отделка, расчёт на м2, вариант norm/lux."
Sztukateria ścienna listwa Mardom Decor,Настенная лепнина профиль Mardom Decor,SZTUKATERIA,Mardom,Leroy Merlin,"budget,norm",mb,PLN,12.00,18.69,15.20,https://www.mardomdecor.pl/produkty,"katalog Mardom Decor listwa ścienna (poliuretan/duropolimer), cena netto za mb profilu","Listwa sztukaterii ściennej z duropolimeru Mardom Decor do dekoracji ścian, klejona i malowana, wycena na mb, wariant budget/norm.","Настенный профиль лепнины из дурополимера Mardom Decor для декора стен, клеится и красится, расчёт на пм, вариант budget/norm."
Sztukateria przysufitowa listwa Decor System,Потолочная лепнина профиль Decor System,SZTUKATERIA,Decor System,Castorama,"budget,norm,lux",mb,PLN,14.00,21.79,17.72,https://www.decorsystem.pl/produkty,"katalog Decor System listwa przysufitowa (duropolimer), cena netto za mb profilu","Listwa sztukaterii przysufitowej Decor System (przejście ściana-sufit), klejona i malowana, wycena na mb, wariant budget/norm/lux.","Потолочный профиль лепнины Decor System (переход стена-потолок), клеится и красится, расчёт на пм, вариант budget/norm/lux."
Lamele ścienne na podkładzie / panele ścienne,Стеновые ламели на подложке / панели,LAMELE_SCIENNE,Mardom,Leroy Merlin,"budget,norm,lux",m2,PLN,55.00,85.49,69.51,https://www.mardomdecor.pl/produkty,"katalog Mardom Decor panele lamelowe na podkładzie (płyta), cena netto przeliczona na m2 okładziny","Panel lamelowy na podkładzie płytowym do okładzin ściennych, klejony klejem montażowym 'mamut', wycena na m2, wariant uniwersalny.","Ламельная панель на плитной подложке для стеновых облицовок, клеится монтажным клеем 'мамут', расчёт на м2, универсальный вариант."
Lamele ścienne profil pojedynczy,Стеновые ламели одиночный профиль,LAMELE_SCIENNE,Decor System,Castorama,"budget,norm,lux",mb,PLN,16.00,24.89,20.24,https://www.decorsystem.pl/produkty,"katalog Decor System lamela ścienna pojedyncza, cena netto za mb profilu","Pojedyncza lamela ścienna (profil listwowy) montowana na klej 'mamut', wycena na mb profilu, wariant uniwersalny.","Одиночная стеновая ламель (планочный профиль), монтируется на клей 'мамут', расчёт на пм профиля, универсальный вариант."
Jastrych cementowy Weber floor 4610 25kg,Цементная стяжка Weber floor 4610,JASTRYCH_CEMENTOWY,Weber,PSB Mrówka,budget,kg,PLN,1.05,1.60,1.30,https://www.pl.weber/posadzki-jastrychy-i-produkty-do-renowacji/jastrychy-cementowe,"karta techniczna Weber floor (jastrych cementowy), sekcja Zuzycie ~20 kg/m2 na 10 mm, worek 25 kg","Zaprawa jastrychowa cementowa na posadzki, zuzycie ~20 kg/m2 na kazde 10 mm grubosci wg karty; anchor Excela dla posadzki cementowej.","Цементная стяжечная смесь для полов, расход ~20 кг/м2 на каждые 10 мм толщины по карте; якорь Excel для цементного пола."
Jastrych cementowy Atlas Postar 80 25kg,Цементная стяжка Atlas Postar 80,JASTRYCH_CEMENTOWY,Atlas,Castorama,"norm,lux",kg,PLN,1.15,1.79,1.45,https://www.atlas.com.pl/produkt/postar-80/,"karta produktu Atlas Postar 80 (jastrych cementowy), sekcja Zuzycie ~20 kg/m2 na 10 mm, worek 25 kg","Podkladowy jastrych cementowy do posadzek pod okladziny, zuzycie ~20 kg/m2/10 mm, wariant norm/lux o stabilnej klasie C20.","Цементная подстилающая стяжка под покрытия, расход ~20 кг/м2/10 мм, вариант norm/lux со стабильным классом C20."
